Date,Home Team,Away Team,Result,Stage,Scoresheet_Home,Scorer_Home,Scoresheet_Away,Scorer_Away
"Nov 26, 1997",Feyenoord,Juventus,2:0,Group B,"[""66'"", ""88'""]","['Julio Cruz', 'Julio Cruz']",[],[]
"Nov 27, 1997",Man Utd,1.FC Kosice,3:0,Group B,"[""40'"", ""85'"", ""90+2'""]","['Andy Cole', 'Lubomir Faktor', 'Teddy Sheringham']",[],[]
"Dec 10, 1997",1.FC Kosice,Feyenoord,0:1,Group B,[],[],"[""81'""]",['Giovanni van Bronckhorst']
"Dec 10, 1997",Juventus,Man Utd,1:0,Group B,"[""84'""]",['Filippo Inzaghi'],[],[]
"Sep 17, 1997",Newcastle,Barcelona,3:2,Group C,"[""22'"", ""31'"", ""49'""]","['Faustino Asprilla', 'Faustino Asprilla', 'Faustino Asprilla']","[""73'"", ""89'""]","['Luis Enrique', 'Luís Figo']"
"Sep 17, 1997",PSV Eindhoven,Dynamo Kyiv,1:3,Group C,"[""40'""]",['Wim Jonk'],"[""33'"", ""47'"", ""90'""]","['Yuriy Maksymov', 'Sergiy Rebrov', 'Andriy Shevchenko']"
"Oct 1, 1997",Dynamo Kyiv,Newcastle,2:2,Group C,"[""4'"", ""28'""]","['Sergiy Rebrov', 'Andriy Shevchenko']","[""78'"", ""85'""]","['John Beresford', 'John Beresford']"
"Oct 1, 1997",Barcelona,PSV Eindhoven,2:2,Group C,"[""60'"", ""73'""]","['Luis Enrique', 'Luis Enrique']","[""70'"", ""86'""]","['Phillip Cocu', 'Peter Möller']"
"Oct 22, 1997",Dynamo Kyiv,Barcelona,3:0,Group C,"[""6'"", ""32'"", ""65'""]","['Sergiy Rebrov', 'Yuriy Maksymov', 'Yuriy Kalitvintsev']",[],[]
"Oct 22, 1997",PSV Eindhoven,Newcastle,1:0,Group C,"[""37'""]",['Wim Jonk'],[],[]
"Nov 5, 1997",Barcelona,Dynamo Kyiv,0:4,Group C,[],[],"[""9'"", ""32'"", ""44'"", ""79'""]","['Andriy Shevchenko', 'Andriy Shevchenko', 'Andriy Shevchenko', 'Sergiy Rebrov']"
"Nov 5, 1997",Newcastle,PSV Eindhoven,0:2,Group C,[],[],"[""33'"", ""90+1'""]","['Luc Nilis', 'Gilles De Bilde']"
"Nov 26, 1997",Barcelona,Newcastle,1:0,Group C,"[""17'""]",['Giovanni'],[],[]
"Nov 27, 1997",Dynamo Kyiv,PSV Eindhoven,1:1,Group C,"[""17'""]",['Sergiy Rebrov'],"[""68'""]",['Gilles De Bilde']
"Dec 10, 1997",Newcastle,Dynamo Kyiv,2:0,Group C,"[""10'"", ""21'""]","['John Barnes', 'Stuart Pearce']",[],[]
"Dec 10, 1997",PSV Eindhoven,Barcelona,2:2,Group C,"[""54'"", ""56'""]","['Abelardo', 'Gilles De Bilde']","[""32'"", ""66'""]","['Abelardo', 'Giovanni']"
"Sep 17, 1997",Real Madrid,Rosenborg,4:1,Group D,"[""7'"", ""39'"", ""43'"", ""83'""]","['Christian Panucci', 'Zé Roberto', 'Raúl', 'Fernando Morientes']","[""22'""]",['Mini Jakobsen']
"Sep 17, 1997",Olympiacos,FC Porto,1:0,Group D,"[""6'""]",['Stelios Giannakopoulos'],[],[]
"Oct 1, 1997",Rosenborg,Olympiacos,5:1,Group D,"[""13'"", ""33'"", ""43'"", ""56'"", ""79'""]","['Harald Brattbakk', 'Roar Strand', 'Roar Strand', 'Sigurd Rushfeldt', 'Harald Brattbakk']","[""69'""]",['Peter Ofori-Quaye']
"Oct 1, 1997",FC Porto,Real Madrid,0:2,Group D,[],[],"[""14'"", ""79'""]","['Fernando Hierro', 'Raúl']"
"Oct 22, 1997",Real Madrid,Olympiacos,5:1,Group D,"[""31'"", ""44'"", ""65'"", ""85'"", ""89'""]","['Davor Suker', 'Fernando Morientes', 'Davor Suker', 'Víctor Sánchez', 'Roberto Carlos']","[""18'""]",['Nikolaos Dabizas']
"Oct 22, 1997",Rosenborg,FC Porto,2:0,Group D,"[""10'"", ""37'""]","['Sigurd Rushfeldt', 'Harald Brattbakk']",[],[]
"Nov 5, 1997",FC Porto,Rosenborg,1:1,Group D,"[""7'""]",['Jardel'],"[""88'""]",['Roar Strand']
"Nov 5, 1997",Olympiacos,Real Madrid,0:0,Group D,[],[],[],[]
"Nov 27, 1997",Rosenborg,Real Madrid,2:0,Group D,"[""42'"", ""53'""]","['Roar Strand', 'Harald Brattbakk']",[],[]
"Nov 27, 1997",FC Porto,Olympiacos,2:1,Group D,"[""28'"", ""53'""]","['Jardel', 'Jardel']","[""24'""]",['Grigoris Georgatos']
"Dec 10, 1997",Real Madrid,FC Porto,4:0,Group D,"[""6'"", ""29'"", ""48'"", ""73'""]","['Fernando Hierro', 'Davor Suker', 'Roberto Carlos', 'Davor Suker']",[],[]
"Dec 10, 1997",Olympiacos,Rosenborg,2:2,Group D,"[""48'"", ""88'""]","['Dimitrios Mavrogenidis', 'Predrag Djordjevic']","[""49'"", ""69'""]","['Sigurd Rushfeldt', 'Sigurd Rushfeldt']"
"Sep 17, 1997",Paris SG,IFK Göteborg,3:0,Group E,"[""28'"", ""51'"", ""81'""]","[""Bruno N'Gotty"", 'Teddy Lucic', 'Raí']",[],[]
"Sep 17, 1997",Bayern Munich,Besiktas,2:0,Group E,"[""3'"", ""70'""]","['Thomas Helmer', 'Mario Basler']",[],[]
"Oct 1, 1997",IFK Göteborg,Bayern Munich,1:3,Group E,"[""85'""]",['Teddy Lucic'],"[""2'"", ""35'"", ""90'""]","['Carsten Jancker', 'Dietmar Hamann', 'Giovane Élber']"
"Oct 1, 1997",Besiktas,Paris SG,3:1,Group E,"[""6'"", ""42'"", ""84'""]","['Oktay Derelioğlu', 'Oktay Derelioğlu', 'Ertuğrul Sağlam']","[""65'""]",['Marco Simone']
"Oct 22, 1997",Bayern Munich,Paris SG,5:1,Group E,"[""4'"", ""20'"", ""47'"", ""50'"", ""73'""]","['Giovane Élber', 'Carsten Jancker', 'Carsten Jancker', 'Thomas Helmer', 'Giovane Élber']","[""48'""]",['Marco Simone']
"Oct 22, 1997",Besiktas,IFK Göteborg,1:0,Group E,"[""6'""]",['Oktay Derelioğlu'],[],[]
"Nov 5, 1997",Paris SG,Bayern Munich,3:1,Group E,"[""18'"", ""72'"", ""75'""]","['Franck Gava', 'Michael Tarnat', 'Jérôme Leroy']","[""29'""]",['Markus Babbel']
"Nov 5, 1997",IFK Göteborg,Besiktas,2:1,Group E,"[""18'"", ""22'""]","['Stefan Pettersson', 'Robert Andersson']","[""45'""]",['Oktay Derelioğlu']
"Nov 26, 1997",IFK Göteborg,Paris SG,0:1,Group E,[],[],"[""87'""]",['Éric Rabésandratana']
"Nov 26, 1997",Besiktas,Bayern Munich,0:2,Group E,[],[],"[""5'"", ""31'""]","['Carsten Jancker', 'Thomas Helmer']"
"Dec 10, 1997",Bayern Munich,IFK Göteborg,0:1,Group E,[],[],"[""51'""]",['Markus Babbel']
"Dec 10, 1997",Paris SG,Besiktas,2:1,Group E,"[""23'"", ""58'""]","['Franck Gava', 'Marco Simone']","[""37'""]",['Mehmet Özdilek']
"Sep 17, 1997",Sporting CP,Monaco,3:0,Group F,"[""3'"", ""8'"", ""65'""]","['Oceano', 'Mustapha Hadji', 'Leandro Machado']",[],[]
"Sep 17, 1997",B. Leverkusen,Lierse SK,1:0,Group F,"[""40'""]",['Stefan Beinlich'],[],[]
"Oct 1, 1997",Lierse SK,Sporting CP,1:1,Group F,"[""88'""]",['Pieter Huistra'],"[""86'""]",['Leandro Machado']
"Oct 1, 1997",Monaco,B. Leverkusen,4:0,Group F,"[""30'"", ""73'"", ""84'"", ""90'""]","['Thierry Henry', 'Victor Ikpeba', 'Thierry Henry', 'Victor Ikpeba']",[],[]
"Oct 22, 1997",Monaco,Lierse SK,5:1,Group F,"[""31'"", ""51'"", ""66'"", ""87'"", ""90'""]","['Thierry Henry', 'John Collins', 'Victor Ikpeba', 'David Trezeguet', 'David Trezeguet']","[""60'""]",['Eric Van Meir']
"Oct 22, 1997",Sporting CP,B. Leverkusen,0:2,Group F,[],[],"[""70'"", ""82'""]","['Stefan Beinlich', 'Émerson']"
"Nov 5, 1997",Lierse SK,Monaco,0:1,Group F,[],[],"[""75'""]",['Victor Ikpeba']
"Nov 5, 1997",B. Leverkusen,Sporting CP,4:1,Group F,"[""16'"", ""73'"", ""84'"", ""90'""]","['Émerson', 'Émerson', 'Paulo Rink', 'Martin Frydek']","[""44'""]",['Mustapha Hadji']
"Nov 26, 1997",Monaco,Sporting CP,3:2,Group F,"[""65'"", ""75'"", ""90'""]","['David Trezeguet', 'Thierry Henry', 'Thierry Henry']","[""31'"", ""37'""]","['Luís Miguel', 'Oceano']"
"Nov 26, 1997",Lierse SK,B. Leverkusen,0:2,Group F,[],[],"[""55'"", ""67'""]","['Émerson', 'Ulf Kirsten']"
"Dec 10, 1997",Sporting CP,Lierse SK,2:1,Group F,"[""46'"", ""67'""]","['César Ramírez', 'Bruno Marioni']","[""27'""]",['Philip Haagdoren']
"Dec 10, 1997",B. Leverkusen,Monaco,2:2,Group F,"[""29'"", ""57'""]","['Stefan Beinlich', 'Erik Meijer']","[""63'"", ""81'""]","['Christophe Pignol', 'Thierry Henry']"
"Mar 4, 1998",B. Leverkusen,Real Madrid,1:1,Quarter Finals Leg 1,"[""18'""]",['Stefan Beinlich'],"[""74'""]",['Christian Karembeu']
"Mar 4, 1998",Bayern Munich,Bor. Dortmund,0:0,Quarter Finals Leg 1,[],[],[],[]
"Mar 4, 1998",Monaco,Man Utd,0:0,Quarter Finals Leg 1,[],[],[],[]
"Mar 4, 1998",Juventus,Dynamo Kyiv,1:1,Quarter Finals Leg 1,"[""70'""]",['Filippo Inzaghi'],"[""57'""]",['Andriy Gusin']
"Mar 18, 1998",Real Madrid,B. Leverkusen,3:0,Quarter Finals Leg 2,"[""50'"", ""57'"", ""90'""]","['Christian Karembeu', 'Fernando Morientes', 'Fernando Hierro']",[],[]
"Mar 18, 1998",Man Utd,Monaco,1:1,Quarter Finals Leg 2,"[""53'""]",['Ole Gunnar Solskjær'],"[""5'""]",['David Trezeguet']
"Mar 18, 1998",Dynamo Kyiv,Juventus,1:4,Quarter Finals Leg 2,"[""54'""]",['Sergiy Rebrov'],"[""29'"", ""65'"", ""73'"", ""88'""]","['Filippo Inzaghi', 'Filippo Inzaghi', 'Filippo Inzaghi', 'Alessandro Del Piero']"
"Mar 18, 1998",Bor. Dortmund,Bayern Munich,1:0 AET,Quarter Finals Leg 2,"[""109'""]",['Stéphane Chapuisat'],[],[]
"Apr 1, 1998",Juventus,Monaco,4:1,Semi Finals Leg 1,"[""34'"", ""45'"", ""61'"", ""88'""]","['Alessandro Del Piero', 'Alessandro Del Piero', 'Alessandro Del Piero', 'Zinédine Zidane']","[""45'""]",['Costinha']
"Apr 1, 1998",Real Madrid,Bor. Dortmund,2:0,Semi Finals Leg 1,"[""25'"", ""67'""]","['Fernando Morientes', 'Christian Karembeu']",[],[]
"Apr 15, 1998",Monaco,Juventus,3:2,Semi Finals Leg 2,"[""38'"", ""50'"", ""83'""]","['Philippe Léonard', 'Thierry Henry', 'Robert Spehar']","[""15'"", ""74'""]","['Nicola Amoruso', 'Alessandro Del Piero']"
"Apr 15, 1998",Bor. Dortmund,Real Madrid,0:0,Semi Finals Leg 2,[],[],[],[]
"May 20, 1998",Real Madrid,Juventus,1:0,Final,"[""67'""]",['Predrag Mijatović'],[],[]
"Sep 16, 1998",FC Porto,Olympiacos,2:2,Group A,"[""65'"", ""82'""]","['Zlatko Zahovic', 'Jardel']","[""87'"", ""90'""]","['Stelios Giannakopoulos', 'Sinisa Gogic']"
"Sep 16, 1998",Croatia Zagreb,Ajax,0:0,Group A,[],[],[],[]
"Sep 30, 1998",Olympiacos,Croatia Zagreb,2:0,Group A,"[""21'"", ""80'""]","['Alexis Alexandris', 'Sinisa Gogic']",[],[]
"Sep 30, 1998",Ajax,FC Porto,2:1,Group A,"[""57'"", ""86'""]","['Andrzej Rudy', 'Jari Litmanen']","[""68'""]",['Zlatko Zahovic']
"Oct 21, 1998",Olympiacos,Ajax,1:0,Group A,"[""38'""]",['Alexis Alexandris'],[],[]
"Oct 21, 1998",FC Porto,Croatia Zagreb,3:0,Group A,"[""33'"", ""43'"", ""76'""]","['Doriva', 'Zlatko Zahovic', 'Zlatko Zahovic']",[],[]
"Nov 4, 1998",Ajax,Olympiacos,2:0,Group A,"[""32'"", ""88'""]","['Richard Witschge', 'Dean Gorré']",[],[]
"Nov 4, 1998",Croatia Zagreb,FC Porto,3:1,Group A,"[""7'"", ""37'"", ""67'""]","['Mihael Mikic', 'Tomislav Rukavina', 'Edin Mujcin']","[""39'""]",['Jardel']
"Nov 25, 1998",Ajax,Croatia Zagreb,0:1,Group A,[],[],"[""67'""]",['Josip Simic']
"Nov 25, 1998",Olympiacos,FC Porto,2:1,Group A,"[""18'"", ""55'""]","['Sinisa Gogic', 'Predrag Djordjevic']","[""80'""]",['Zlatko Zahovic']
"Dec 9, 1998",FC Porto,Ajax,3:0,Group A,"[""54'"", ""73'"", ""79'""]","['Zlatko Zahovic', 'Zlatko Zahovic', 'Ljubinko Drulovic']",[],[]
"Dec 9, 1998",Croatia Zagreb,Olympiacos,1:1,Group A,"[""35'""]",['Josko Jelicic'],"[""64'""]",['Stelios Giannakopoulos']
"Sep 16, 1998",Juventus,Galatasaray,2:2,Group B,"[""16'"", ""68'""]","['Filippo Inzaghi', 'Alessandro Birindelli']","[""44'"", ""63'""]","['Hakan Şükür', 'Ümit Davala']"
"Sep 16, 1998",Athletic,Rosenborg,1:1,Group B,"[""7'""]",['Joseba Etxeberria'],"[""64'""]",['Roar Strand']
"Sep 30, 1998",Rosenborg,Juventus,1:1,Group B,"[""69'""]",['Bent Skammelsrud'],"[""26'""]",['Filippo Inzaghi']
"Sep 30, 1998",Galatasaray,Athletic,2:1,Group B,"[""16'"", ""90+2'""]","['Okan Buruk', 'Gheorghe Hagi']","[""17'""]",['Ismael Urzaiz']
"Oct 21, 1998",Athletic,Juventus,0:0,Group B,[],[],[],[]
"Oct 21, 1998",Rosenborg,Galatasaray,3:0,Group B,"[""69'"", ""86'"", ""89'""]","['Sigurd Rushfeldt', 'Sigurd Rushfeldt', 'Sigurd Rushfeldt']",[],[]
"Nov 4, 1998",Juventus,Athletic,1:1,Group B,"[""68'""]",['Mikel Lasa'],"[""45'""]",['Julen Guerrero']
"Nov 4, 1998",Galatasaray,Rosenborg,3:0,Group B,"[""55'"", ""66'"", ""74'""]","['Hakan Şükür', 'Arif Erdem', 'Hakan Şükür']",[],[]
"Nov 25, 1998",Rosenborg,Athletic,2:1,Group B,"[""2'"", ""50'""]","['Jan Derek Sørensen', 'Jan Derek Sørensen']","[""90'""]",['Jorge Pérez']
"Dec 2, 1998",Galatasaray,Juventus,1:1,Group B,"[""90+2'""]",['Suat Kaya'],"[""77'""]",['Nicola Amoruso']
"Dec 9, 1998",Athletic,Galatasaray,1:0,Group B,"[""43'""]",['Julen Guerrero'],[],[]
"Dec 9, 1998",Juventus,Rosenborg,2:0,Group B,"[""16'"", ""36'""]","['Filippo Inzaghi', 'Nicola Amoruso']",[],[]
"Sep 16, 1998",Real Madrid,Inter,2:0,Group C,"[""80'"", ""90'""]","['Fernando Hierro', 'Clarence Seedorf']",[],[]
"Sep 16, 1998",Sturm Graz,Spartak Moscow,0:2,Group C,[],[],"[""60'"", ""63'""]","['Egor Titov', 'Ilya Tsymbalar']"
"Sep 30, 1998",Inter,Sturm Graz,1:0,Group C,"[""90'""]",['Youri Djorkaeff'],[],[]
"Sep 30, 1998",Spartak Moscow,Real Madrid,2:1,Group C,"[""71'"", ""77'""]","['Ilya Tsymbalar', 'Egor Titov']","[""64'""]",['Raúl']
"Oct 21, 1998",Inter,Spartak Moscow,2:1,Group C,"[""32'"", ""58'""]","['Nicola Ventola', 'Ronaldo']","[""65'""]",['Ilya Tsymbalar']
"Oct 21, 1998",Real Madrid,Sturm Graz,6:1,Group C,"[""13'"", ""22'"", ""61'"", ""67'"", ""79'"", ""90+3'""]","['Sávio', 'Raúl', 'Robert Jarni', 'Ranko Popovic', 'Robert Jarni', 'Sávio']","[""8'""]",['Ivica Vastic']
"Nov 4, 1998",Spartak Moscow,Inter,1:1,Group C,"[""68'""]",['Andrey Tikhonov'],"[""88'""]",['Diego Simeone']
"Nov 5, 1998",Sturm Graz,Real Madrid,1:5,Group C,"[""3'""]",['Mario Haas'],"[""8'"", ""35'"", ""57'"", ""61'"", ""74'""]","['Christian Panucci', 'Predrag Mijatović', 'Clarence Seedorf', 'Christian Panucci', 'Davor Suker']"
"Nov 25, 1998",Inter,Real Madrid,3:1,Group C,"[""51'"", ""86'"", ""90'""]","['Iván Zamorano', 'Roberto Baggio', 'Roberto Baggio']","[""59'""]",['Clarence Seedorf']
"Nov 25, 1998",Spartak Moscow,Sturm Graz,0:0,Group C,[],[],[],[]
"Dec 9, 1998",Real Madrid,Spartak Moscow,2:1,Group C,"[""34'"", ""66'""]","['Raúl', 'Sávio']","[""89'""]",['Dmitriy Khlestov']
"Dec 9, 1998",Sturm Graz,Inter,0:2,Group C,[],[],"[""64'"", ""80'""]","['Javier Zanetti', 'Roberto Baggio']"
"Sep 16, 1998",Bröndby IF,Bayern Munich,2:1,Group D,"[""87'"", ""90'""]","['Thomas Helmer', 'Allan Ravn']","[""77'""]",['Markus Babbel']
"Sep 16, 1998",Man Utd,Barcelona,3:3,Group D,"[""17'"", ""24'"", ""63'""]","['Ryan Giggs', 'Paul Scholes', 'David Beckham']","[""46'"", ""58'"", ""70'""]","['Sonny Anderson', 'Giovanni', 'Luis Enrique']"
"Sep 30, 1998",Bayern Munich,Man Utd,2:2,Group D,"[""11'"", ""90'""]","['Giovane Élber', 'Teddy Sheringham']","[""30'"", ""49'""]","['Dwight Yorke', 'Paul Scholes']"
"Sep 30, 1998",Barcelona,Bröndby IF,2:0,Group D,"[""42'"", ""85'""]","['Sonny Anderson', 'Sonny Anderson']",[],[]
"Oct 21, 1998",Bayern Munich,Barcelona,1:0,Group D,"[""45+3'""]",['Stefan Effenberg'],[],[]
"Oct 21, 1998",Bröndby IF,Man Utd,2:6,Group D,"[""35'"", ""90'""]","['Kim Daugaard', 'Ebbe Sand']","[""2'"", ""21'"", ""28'"", ""55'"", ""59'"", ""62'""]","['Ryan Giggs', 'Ryan Giggs', 'Andy Cole', 'Roy Keane', 'Dwight Yorke', 'Ole Gunnar Solskjær']"
"Nov 4, 1998",Barcelona,Bayern Munich,1:2,Group D,"[""29'""]",['Giovanni'],"[""47'"", ""87'""]","['Alexander Zickler', 'Hasan Salihamidzic']"
"Nov 4, 1998",Man Utd,Bröndby IF,5:0,Group D,"[""6'"", ""13'"", ""15'"", ""27'"", ""63'""]","['David Beckham', 'Andy Cole', 'Phil Neville', 'Dwight Yorke', 'Paul Scholes']",[],[]
"Nov 25, 1998",Bayern Munich,Bröndby IF,2:0,Group D,"[""51'"", ""57'""]","['Carsten Jancker', 'Mario Basler']",[],[]
"Nov 25, 1998",Barcelona,Man Utd,3:3,Group D,"[""1'"", ""56'"", ""72'""]","['Sonny Anderson', 'Rivaldo', 'Rivaldo']","[""25'"", ""53'"", ""68'""]","['Dwight Yorke', 'Andy Cole', 'Dwight Yorke']"
"Dec 9, 1998",Man Utd,Bayern Munich,1:1,Group D,"[""43'""]",['Roy Keane'],"[""56'""]",['Hasan Salihamidzic']
"Dec 9, 1998",Bröndby IF,Barcelona,0:2,Group D,[],[],"[""5'"", ""35'""]","['Luís Figo', 'Rivaldo']"
"Sep 16, 1998",Panathinaikos,Dynamo Kyiv,2:1,Group E,"[""57'"", ""68'""]","['Erik Mykland', 'Nikolaos Lyberopoulos']","[""31'""]",['Sergiy Rebrov']
"Sep 16, 1998",Lens,Arsenal,1:1,Group E,"[""90+2'""]",['Tony Vairelles'],"[""51'""]",['Marc Overmars']
"Sep 30, 1998",Arsenal,Panathinaikos,2:1,Group E,"[""65'"", ""73'""]","['Tony Adams', 'Martin Keown']","[""88'""]",['Mauro Silva']
"Sep 30, 1998",Dynamo Kyiv,Lens,1:1,Group E,"[""61'""]",['Andriy Shevchenko'],"[""62'""]",['Tony Vairelles']
"Oct 21, 1998",Arsenal,Dynamo Kyiv,1:1,Group E,"[""73'""]",['Dennis Bergkamp'],"[""90'""]",['Sergiy Rebrov']
"Oct 21, 1998",Lens,Panathinaikos,1:0,Group E,"[""81'""]",['Wagneau Eloi'],[],[]
"Nov 4, 1998",Dynamo Kyiv,Arsenal,3:1,Group E,"[""27'"", ""62'"", ""72'""]","['Sergiy Rebrov', 'Oleksandr Golovko', 'Andriy Shevchenko']","[""83'""]",['Stephen Hughes']
"Nov 4, 1998",Panathinaikos,Lens,1:0,Group E,"[""53'""]",['Leonidas Vokolos'],[],[]
"Nov 25, 1998",Arsenal,Lens,0:1,Group E,[],[],"[""72'""]",['Mickaël Debève']
"Nov 25, 1998",Dynamo Kyiv,Panathinaikos,2:1,Group E,"[""72'"", ""80'""]","['Sergiy Rebrov', 'Angelos Basinas']","[""36'""]",['Andreas Lagonikakis']
"Dec 9, 1998",Panathinaikos,Arsenal,1:3,Group E,"[""74'""]",['Igor Sypniewski'],"[""66'"", ""78'"", ""85'""]","['Alberto Méndez', 'Nicolas Anelka', 'Luís Boa Morte']"
"Dec 9, 1998",Lens,Dynamo Kyiv,1:3,Group E,"[""77'""]",['Vladimir Smicer'],"[""60'"", ""76'"", ""85'""]","['Kakhaber Kaladze', 'Vladyslav Vashchuk', 'Andriy Shevchenko']"
"Sep 16, 1998",1.FC K'lautern,Benfica,1:0,Group F,"[""41'""]",['Martin Wagner'],[],[]
"Sep 16, 1998",PSV Eindhoven,HJK Helsinki,2:1,Group F,"[""57'"", ""90'""]","['André Ooijer', 'Arnold Bruggink']","[""32'""]",['Mika Kottila']
"Sep 30, 1998",Benfica,PSV Eindhoven,2:1,Group F,"[""47'"", ""77'""]","['Nuno Gomes', 'João Pinto']","[""70'""]",['Dennis Rommedahl']
"Sep 30, 1998",HJK Helsinki,1.FC K'lautern,0:0,Group F,[],[],[],[]
"Oct 21, 1998",HJK Helsinki,Benfica,2:0,Group F,"[""20'"", ""70'""]","['Mika Lehkosuo', 'Mika Kottila']",[],[]
"Oct 21, 1998",PSV Eindhoven,1.FC K'lautern,1:2,Group F,"[""78'""]",['Dmitriy Khokhlov'],"[""66'"", ""81'""]","['Thomas Riedl', 'Jürgen Rische']"
"Nov 4, 1998",1.FC K'lautern,PSV Eindhoven,3:1,Group F,"[""68'"", ""77'"", ""90'""]","['Jürgen Rische', 'Marco Reich', 'Marian Hristov']","[""18'""]",['Ruud van Nistelrooy']
"Nov 4, 1998",Benfica,HJK Helsinki,2:2,Group F,"[""78'"", ""80'""]","['Nuno Gomes', 'Calado']","[""3'"", ""85'""]","['Scott Minto', 'Luiz António']"
"Nov 25, 1998",HJK Helsinki,PSV Eindhoven,1:3,Group F,"[""70'""]",['Mika Lehkosuo'],"[""30'"", ""67'"", ""82'""]","['Ruud van Nistelrooy', 'Ruud van Nistelrooy', 'Ruud van Nistelrooy']"
"Nov 25, 1998",Benfica,1.FC K'lautern,2:1,Group F,"[""30'"", ""70'""]","['Nuno Gomes', 'João Pinto']","[""90'""]",['Jürgen Rische']
"Dec 9, 1998",PSV Eindhoven,Benfica,2:2,Group F,"[""41'"", ""89'""]","['Dmitriy Khokhlov', 'Ruud van Nistelrooy']","[""47'"", ""63'""]","['Nuno Gomes', 'Nuno Gomes']"
"Dec 9, 1998",1.FC K'lautern,HJK Helsinki,5:2,Group F,"[""43'"", ""49'"", ""61'"", ""80'"", ""84'""]","['Uwe Rösler', 'Olaf Marschall', 'Uwe Rösler', 'Uwe Rösler', 'Jürgen Rische']","[""29'"", ""68'""]","['Jari Ilola', 'Luiz António']"
"Mar 3, 1999",Real Madrid,Dynamo Kyiv,1:1,Quarter Finals Leg 1,"[""66'""]",['Predrag Mijatović'],"[""54'""]",['Andriy Shevchenko']
"Mar 3, 1999",Juventus,Olympiacos,2:1,Quarter Finals Leg 1,"[""38'"", ""79'""]","['Filippo Inzaghi', 'Antonio Conte']","[""90+6'""]",['Andreas Niniadis']
"Mar 3, 1999",Man Utd,Inter,2:0,Quarter Finals Leg 1,"[""7'"", ""45+1'""]","['Dwight Yorke', 'Dwight Yorke']",[],[]
"Mar 3, 1999",Bayern Munich,1.FC K'lautern,2:0,Quarter Finals Leg 1,"[""31'"", ""35'""]","['Giovane Élber', 'Stefan Effenberg']",[],[]
"Mar 17, 1999",Dynamo Kyiv,Real Madrid,2:0,Quarter Finals Leg 2,"[""62'"", ""79'""]","['Andriy Shevchenko', 'Andriy Shevchenko']",[],[]
"Mar 17, 1999",Olympiacos,Juventus,1:1,Quarter Finals Leg 2,"[""13'""]",['Sinisa Gogic'],"[""85'""]",['Antonio Conte']
"Mar 17, 1999",Inter,Man Utd,1:1,Quarter Finals Leg 2,"[""63'""]",['Nicola Ventola'],"[""88'""]",['Paul Scholes']
"Mar 17, 1999",1.FC K'lautern,Bayern Munich,0:4,Quarter Finals Leg 2,[],[],"[""9'"", ""22'"", ""39'"", ""56'""]","['Stefan Effenberg', 'Carsten Jancker', 'Uwe Rösler', 'Mario Basler']"
"Apr 7, 1999",Dynamo Kyiv,Bayern Munich,3:3,Semi Finals Leg 1,"[""16'"", ""43'"", ""50'""]","['Andriy Shevchenko', 'Andriy Shevchenko', 'Vitaliy Kosovskyi']","[""45'"", ""78'"", ""88'""]","['Michael Tarnat', 'Stefan Effenberg', 'Carsten Jancker']"
"Apr 7, 1999",Man Utd,Juventus,1:1,Semi Finals Leg 1,"[""90+2'""]",['Ryan Giggs'],"[""25'""]",['Antonio Conte']
"Apr 21, 1999",Bayern Munich,Dynamo Kyiv,1:0,Semi Finals Leg 2,"[""35'""]",['Mario Basler'],[],[]
"Apr 21, 1999",Juventus,Man Utd,2:3,Semi Finals Leg 2,"[""6'"", ""11'""]","['Filippo Inzaghi', 'Filippo Inzaghi']","[""24'"", ""34'"", ""83'""]","['Roy Keane', 'Dwight Yorke', 'Andy Cole']"
"May 26, 1999",Man Utd,Bayern Munich,2:1,Final,"[""90+1'"", ""90+3'""]","['Teddy Sheringham', 'Ole Gunnar Solskjær']","[""6'""]",['Mario Basler']
"Sep 14, 1999",B. Leverkusen,Lazio,1:1,Group A,"[""14'""]",['Oliver Neuville'],"[""18'""]",['Siniša Mihajlović']
"Sep 14, 1999",Dynamo Kyiv,NK Maribor,0:1,Group A,[],[],"[""74'""]",['Ante Simundza']
"Sep 22, 1999",NK Maribor,B. Leverkusen,0:2,Group A,[],[],"[""83'"", ""90'""]","['Boris Zivkovic', 'Ulf Kirsten']"
"Sep 22, 1999",Lazio,Dynamo Kyiv,2:1,Group A,"[""70'"", ""72'""]","['Paolo Negro', 'Marcelo Salas']","[""68'""]",['Sergiy Rebrov']
"Sep 29, 1999",Lazio,NK Maribor,4:0,Group A,"[""60'"", ""62'"", ""71'"", ""76'""]","['Simone Inzaghi', 'Sérgio Conceição', 'Marcelo Salas', 'Marcelo Salas']",[],[]
"Sep 29, 1999",B. Leverkusen,Dynamo Kyiv,1:1,Group A,"[""52'""]",['Ulf Kirsten'],"[""71'""]",['Andriy Gusin']
"Oct 19, 1999",NK Maribor,Lazio,0:4,Group A,[],[],"[""36'"", ""50'"", ""63'"", ""73'""]","['Siniša Mihajlović', 'Simone Inzaghi', 'Dejan Stankovic', 'Simone Inzaghi']"
