Date,Home Team,Away Team,Result,Stage,Scoresheet_Home,Scorer_Home,Scoresheet_Away,Scorer_Away
"Oct 19, 1999",Dynamo Kyiv,B. Leverkusen,4:2,Group A,"[""4'"", ""36'"", ""61'"", ""89'""]","['Vitaliy Kosovskyi', 'Maksim Shatskikh', 'Oleksandr Golovko', 'Vladyslav Vashchuk']","[""12'"", ""49'""]","['Ulf Kirsten', 'Oliver Neuville']"
"Oct 27, 1999",Lazio,B. Leverkusen,1:1,Group A,"[""1'""]",['Pavel Nedved'],"[""44'""]",['Ulf Kirsten']
"Oct 27, 1999",NK Maribor,Dynamo Kyiv,1:2,Group A,"[""50'""]",['Stipe Balajic'],"[""37'"", ""84'""]","['Sergiy Rebrov', 'Sergiy Rebrov']"
"Nov 2, 1999",B. Leverkusen,NK Maribor,0:0,Group A,[],[],[],[]
"Nov 2, 1999",Dynamo Kyiv,Lazio,0:1,Group A,[],[],"[""18'""]",['Ramiz Mamedov']
"Sep 14, 1999",AIK,Barcelona,1:2,Group B,"[""72'""]",['Nebojsa Novakovic'],"[""86'"", ""90'""]","['Abelardo', 'Dani García']"
"Sep 14, 1999",Fiorentina,Arsenal,0:0,Group B,[],[],[],[]
"Sep 22, 1999",Barcelona,Fiorentina,4:2,Group B,"[""6'"", ""10'"", ""69'"", ""71'""]","['Luís Figo', 'Luis Enrique', 'Rivaldo', 'Rivaldo']","[""51'"", ""79'""]","['Christian Amoroso', 'Enrico Chiesa']"
"Sep 22, 1999",Arsenal,AIK,3:1,Group B,"[""28'"", ""90'"", ""90'""]","['Freddie Ljungberg', 'Thierry Henry', 'Davor Suker']","[""54'""]",['Krister Nordin']
"Sep 29, 1999",Barcelona,Arsenal,1:1,Group B,"[""15'""]",['Luis Enrique'],"[""81'""]",['Nwankwo Kanu']
"Sep 29, 1999",AIK,Fiorentina,0:0,Group B,[],[],[],[]
"Oct 19, 1999",Arsenal,Barcelona,2:4,Group B,"[""44'"", ""84'""]","['Dennis Bergkamp', 'Marc Overmars']","[""15'"", ""16'"", ""56'"", ""69'""]","['Rivaldo', 'Luis Enrique', 'Luís Figo', 'Phillip Cocu']"
"Oct 19, 1999",Fiorentina,AIK,3:0,Group B,"[""5'"", ""32'"", ""86'""]","['Gabriel Batistuta', 'Enrico Chiesa', 'Abel Balbo']",[],[]
"Oct 27, 1999",Barcelona,AIK,5:0,Group B,"[""14'"", ""33'"", ""42'"", ""53'"", ""56'""]","['Patrick Kluivert', 'Patrick Kluivert', 'Boudewijn Zenden', 'Gabri', 'Frédéric Déhu']",[],[]
"Oct 27, 1999",Arsenal,Fiorentina,0:1,Group B,[],[],"[""75'""]",['Gabriel Batistuta']
"Nov 2, 1999",Fiorentina,Barcelona,3:3,Group B,"[""14'"", ""56'"", ""70'""]","['Mauro Bressan', 'Abel Balbo', 'Abel Balbo']","[""20'"", ""43'"", ""74'""]","['Luís Figo', 'Rivaldo', 'Rivaldo']"
"Nov 2, 1999",AIK,Arsenal,2:3,Group B,"[""41'"", ""68'""]","['Andreas Andersson', 'Andreas Andersson']","[""17'"", ""52'"", ""56'""]","['Marc Overmars', 'Marc Overmars', 'Davor Suker']"
"Sep 14, 1999",Boavista,Rosenborg,0:3,Group C,[],[],"[""9'"", ""43'"", ""73'""]","['Jan Derek Sørensen', 'Örjan Berg', 'Roar Strand']"
"Sep 14, 1999",Feyenoord,Bor. Dortmund,1:1,Group C,"[""67'""]",['Kees van Wonderen'],"[""71'""]",['Fredi Bobic']
"Sep 22, 1999",Rosenborg,Feyenoord,2:2,Group C,"[""19'"", ""24'""]","['John Carew', 'John Carew']","[""11'"", ""22'""]","['Jon Dahl Tomasson', 'Bonaventure Kalou']"
"Sep 22, 1999",Bor. Dortmund,Boavista,3:1,Group C,"[""40'"", ""53'"", ""65'""]","['Andreas Möller', 'Fredi Bobic', 'Fredi Bobic']","[""44'""]",['Rui Bento']
"Sep 29, 1999",Rosenborg,Bor. Dortmund,2:2,Group C,"[""35'"", ""68'""]","['Jan Derek Sørensen', 'John Carew']","[""11'"", ""22'""]","['Sergej Barbarez', 'Jürgen Kohler']"
"Sep 29, 1999",Boavista,Feyenoord,1:1,Group C,"[""87'""]",['Mário Silva'],"[""62'""]",['Paul Bosvelt']
"Oct 19, 1999",Bor. Dortmund,Rosenborg,0:3,Group C,[],[],"[""17'"", ""58'"", ""70'""]","['Jan Derek Sørensen', 'Jan Derek Sørensen', 'Fredrik Winsnes']"
"Oct 19, 1999",Feyenoord,Boavista,1:1,Group C,"[""76'""]",['Jon Dahl Tomasson'],"[""82'""]",['Ion Timofte']
"Oct 27, 1999",Rosenborg,Boavista,2:0,Group C,"[""61'"", ""66'""]","['Örjan Berg', 'Tore André Dahlum']",[],[]
"Oct 27, 1999",Bor. Dortmund,Feyenoord,1:1,Group C,"[""45'""]",['Otto Addo'],"[""72'""]",['Peter van Vossen']
"Nov 2, 1999",Feyenoord,Rosenborg,1:0,Group C,"[""86'""]",['Somália'],[],[]
"Nov 2, 1999",Boavista,Bor. Dortmund,1:0,Group C,"[""16'""]",['Pedro Emanuel'],[],[]
"Sep 14, 1999",Man Utd,Dinamo Zagreb,0:0,Group D,[],[],[],[]
"Sep 14, 1999",Marseille,Sturm Graz,2:0,Group D,"[""9'"", ""33'""]","['Robert Pirès', 'Fabrizio Ravanelli']",[],[]
"Sep 22, 1999",Sturm Graz,Man Utd,0:3,Group D,[],[],"[""16'"", ""30'"", ""33'""]","['Roy Keane', 'Dwight Yorke', 'Andy Cole']"
"Sep 22, 1999",Dinamo Zagreb,Marseille,1:2,Group D,"[""64'""]",['Tomislav Sokota'],"[""5'"", ""77'""]","['Ibrahima Bakayoko', 'Sébastien Pérez']"
"Sep 29, 1999",Man Utd,Marseille,2:1,Group D,"[""78'"", ""82'""]","['Andy Cole', 'Paul Scholes']","[""40'""]",['Ibrahima Bakayoko']
"Sep 29, 1999",Dinamo Zagreb,Sturm Graz,3:0,Group D,"[""30'"", ""34'"", ""57'""]","['Tomislav Rukavina', 'Tomislav Sokota', 'Tomislav Sokota']",[],[]
"Oct 19, 1999",Marseille,Man Utd,1:0,Group D,"[""69'""]",['William Gallas'],[],[]
"Oct 19, 1999",Sturm Graz,Dinamo Zagreb,1:0,Group D,"[""40'""]",['Tomislav Kocijan'],[],[]
"Oct 27, 1999",Dinamo Zagreb,Man Utd,1:2,Group D,"[""90'""]",['Robert Prosinecki'],"[""32'"", ""49'""]","['David Beckham', 'Roy Keane']"
"Oct 27, 1999",Sturm Graz,Marseille,3:2,Group D,"[""17'"", ""61'"", ""85'""]","['Roman Mählich', 'Tomislav Kocijan', 'Tomislav Kocijan']","[""53'"", ""78'""]","['Christophe Dugarry', 'Christophe Dugarry']"
"Nov 2, 1999",Man Utd,Sturm Graz,2:1,Group D,"[""56'"", ""69'""]","['Ole Gunnar Solskjær', 'Roy Keane']","[""87'""]",['Ivica Vastic']
"Nov 2, 1999",Marseille,Dinamo Zagreb,2:2,Group D,"[""53'"", ""89'""]","['Ibrahima Bakayoko', 'Kaba Diawara']","[""42'"", ""78'""]","['Edin Mujcin', 'Mihael Mikic']"
"Sep 15, 1999",Olympiacos,Real Madrid,3:3,Group E,"[""11'"", ""64'"", ""67'""]","['Giovanni', 'Giovanni', 'Zlatko Zahovic']","[""24'"", ""32'"", ""80'""]","['Sávio', 'Roberto Carlos', 'Raúl']"
"Sep 15, 1999",Molde FK,FC Porto,0:1,Group E,[],[],"[""88'""]",['Deco']
"Sep 21, 1999",Real Madrid,Molde FK,4:1,Group E,"[""27'"", ""60'"", ""64'"", ""81'""]","['Fernando Morientes', 'Sávio', 'Sávio', 'Guti']","[""69'""]",['André Schei Lindbæk']
"Sep 21, 1999",FC Porto,Olympiacos,2:0,Group E,"[""6'"", ""47'""]","['Esquerdinha', 'Jardel']",[],[]
"Sep 28, 1999",Real Madrid,FC Porto,3:1,Group E,"[""22'"", ""37'"", ""67'""]","['Fernando Morientes', 'Iván Helguera', 'Fernando Hierro']","[""23'""]",['Jardel']
"Sep 28, 1999",Olympiacos,Molde FK,3:1,Group E,"[""16'"", ""70'"", ""77'""]","['Giovanni', 'Giovanni', 'Luciano de Souza']","[""58'""]",['Andreas Lund']
"Oct 20, 1999",FC Porto,Real Madrid,2:1,Group E,"[""13'"", ""35'""]","['Jardel', 'Jardel']","[""68'""]",['Emílio Peixe']
"Oct 20, 1999",Molde FK,Olympiacos,3:2,Group E,"[""54'"", ""59'"", ""72'""]","['Andreas Lund', 'Andreas Lund', 'Daniel Berg Hestad']","[""36'"", ""40'""]","['Dimitrios Mavrogenidis', 'Zlatko Zahovic']"
"Oct 26, 1999",Real Madrid,Olympiacos,3:0,Group E,"[""21'"", ""64'"", ""82'""]","['Raúl', 'Fernando Morientes', 'Roberto Carlos']",[],[]
"Oct 26, 1999",FC Porto,Molde FK,3:1,Group E,"[""1'"", ""28'"", ""58'""]","['Deco', 'Deco', 'Jardel']","[""82'""]",['Daniel Berg Hestad']
"Nov 3, 1999",Molde FK,Real Madrid,0:1,Group E,[],[],"[""42'""]",['Christian Karembeu']
"Nov 3, 1999",Olympiacos,FC Porto,1:0,Group E,"[""56'""]",['Stelios Giannakopoulos'],[],[]
"Sep 15, 1999",Valencia,Rangers,2:0,Group F,"[""55'"", ""76'""]","['Craig Moore', 'Kily González']",[],[]
"Sep 15, 1999",Bayern Munich,PSV Eindhoven,2:1,Group F,"[""11'"", ""69'""]","['Paulo Sérgio', 'Paulo Sérgio']","[""59'""]",['Dmitriy Khokhlov']
"Sep 21, 1999",PSV Eindhoven,Valencia,1:1,Group F,"[""72'""]",['Ruud van Nistelrooy'],"[""4'""]",['Claudio López']
"Sep 21, 1999",Rangers,Bayern Munich,1:1,Group F,"[""22'""]",['Jörg Albertz'],"[""90'""]",['Michael Tarnat']
"Sep 28, 1999",Bayern Munich,Valencia,1:1,Group F,"[""6'""]",['Giovane Élber'],"[""80'""]",['Gerard López']
"Sep 28, 1999",PSV Eindhoven,Rangers,0:1,Group F,[],[],"[""85'""]",['Jörg Albertz']
"Oct 20, 1999",Valencia,Bayern Munich,1:1,Group F,"[""11'""]",['Adrian Ilie'],"[""18'""]",['Stefan Effenberg']
"Oct 20, 1999",Rangers,PSV Eindhoven,4:1,Group F,"[""19'"", ""39'"", ""56'"", ""80'""]","['Lorenzo Amoruso', 'Michael Mols', 'Neil McCann', 'Michael Mols']","[""45'""]",['Ruud van Nistelrooy']
"Oct 26, 1999",Rangers,Valencia,1:2,Group F,"[""60'""]",['Craig Moore'],"[""35'"", ""45'""]","['Gaizka Mendieta', 'Claudio López']"
"Oct 26, 1999",PSV Eindhoven,Bayern Munich,2:1,Group F,"[""40'"", ""57'""]","['Ruud van Nistelrooy', 'Luc Nilis']","[""51'""]",['Roque Santa Cruz']
"Nov 3, 1999",Valencia,PSV Eindhoven,1:0,Group F,"[""70'""]",['Claudio López'],[],[]
"Nov 3, 1999",Bayern Munich,Rangers,1:0,Group F,"[""33'""]",['Thomas Strunz'],[],[]
"Sep 15, 1999",Sparta Prague,G. Bordeaux,0:0,Group G,[],[],[],[]
"Sep 15, 1999",Willem II,Spartak Moscow,1:3,Group G,"[""56'""]",['Arno Arts'],"[""26'"", ""36'"", ""52'""]","['Andrey Tikhonov', 'Andrey Tikhonov', 'Andrey Tikhonov']"
"Sep 21, 1999",Spartak Moscow,Sparta Prague,1:1,Group G,"[""73'""]",['Artem Bezrodnyi'],"[""17'""]",['Vratislav Lokvenc']
"Sep 21, 1999",G. Bordeaux,Willem II,3:2,Group G,"[""16'"", ""22'"", ""82'""]","['Raymond Victoria', 'Lilian Laslandes', 'Pascal Feindouno']","[""39'"", ""69'""]","['Yassine Abdellaoui', 'Ousmane Sanou']"
"Sep 28, 1999",Sparta Prague,Willem II,4:0,Group G,"[""26'"", ""29'"", ""41'"", ""59'""]","['Jiri Novotny', 'Martin Prohaszka', 'Tomas Rosicky', 'Jiri Jarosik']",[],[]
"Sep 28, 1999",G. Bordeaux,Spartak Moscow,2:1,Group G,"[""9'"", ""56'""]","['Sylvain Wiltord', 'Johan Micoud']","[""64'""]",['Artem Bezrodnyi']
"Oct 20, 1999",Willem II,Sparta Prague,3:4,Group G,"[""1'"", ""6'"", ""50'""]","['Mariano Bombarda', 'Dmitriy Shukov', 'Mark Schenning']","[""17'"", ""54'"", ""62'"", ""90'""]","['Jiri Novotny', 'Vladimír Labant', 'Miroslav Baranek', 'Vladimír Labant']"
"Oct 20, 1999",Spartak Moscow,G. Bordeaux,1:2,Group G,"[""55'""]",['Andrey Tikhonov'],"[""21'"", ""76'""]","['Johan Micoud', 'Sylvain Wiltord']"
"Oct 26, 1999",G. Bordeaux,Sparta Prague,0:0,Group G,[],[],[],[]
"Oct 26, 1999",Spartak Moscow,Willem II,1:1,Group G,"[""25'""]",['Artem Bezrodnyi'],"[""69'""]",['Ousmane Sanou']
"Nov 3, 1999",Sparta Prague,Spartak Moscow,5:2,Group G,"[""1'"", ""11'"", ""49'"", ""63'"", ""66'""]","['Vratislav Lokvenc', 'Tomas Rosicky', 'Milan Fukal', 'Vladimír Labant', 'Vratislav Lokvenc']","[""34'"", ""43'""]","['Viktor Bulatov', 'Artem Bezrodnyi']"
"Nov 3, 1999",Willem II,G. Bordeaux,0:0,Group G,[],[],[],[]
"Sep 15, 1999",Galatasaray,Hertha BSC,2:2,Group H,"[""23'"", ""86'""]","['Hakan Şükür', 'Gheorghe Hagi']","[""12'"", ""13'""]","['Michael Preetz', 'Dariusz Wosz']"
"Sep 15, 1999",Chelsea,Milan,0:0,Group H,[],[],[],[]
"Sep 21, 1999",Hertha BSC,Chelsea,2:1,Group H,"[""3'"", ""70'""]","['Ali Daei', 'Ali Daei']","[""86'""]",['Frank Leboeuf']
"Sep 21, 1999",Milan,Galatasaray,2:1,Group H,"[""44'"", ""45'""]","['Leonardo', 'Andriy Shevchenko']","[""50'""]",['Ümit Davala']
"Sep 28, 1999",Milan,Hertha BSC,1:1,Group H,"[""74'""]",['Oliver Bierhoff'],"[""69'""]",['Ali Daei']
"Sep 28, 1999",Chelsea,Galatasaray,1:0,Group H,"[""55'""]",['Dan Petrescu'],[],[]
"Oct 20, 1999",Hertha BSC,Milan,1:0,Group H,"[""41'""]",['Dariusz Wosz'],[],[]
"Oct 20, 1999",Galatasaray,Chelsea,0:5,Group H,[],[],"[""32'"", ""49'"", ""54'"", ""79'"", ""88'""]","['Tore André Flo', 'Tore André Flo', 'Gianfranco Zola', 'Dennis Wise', 'Gabriele Ambrosetti']"
"Oct 26, 1999",Hertha BSC,Galatasaray,1:4,Group H,"[""35'""]",['Kjetil Rekdal'],"[""48'"", ""66'"", ""81'"", ""90'""]","['Hakan Şükür', 'Hakan Şükür', 'Tugay Kerimoğlu', 'Okan Buruk']"
"Oct 26, 1999",Milan,Chelsea,1:1,Group H,"[""74'""]",['Oliver Bierhoff'],"[""77'""]",['Dennis Wise']
"Nov 3, 1999",Chelsea,Hertha BSC,2:0,Group H,"[""11'"", ""44'""]","['Didier Deschamps', 'Albert Ferrer']",[],[]
"Nov 3, 1999",Galatasaray,Milan,3:2,Group H,"[""27'"", ""87'"", ""90'""]","['Capone', 'Hakan Şükür', 'Ümit Davala']","[""20'"", ""51'""]","['George Weah', 'Federico Giunti']"
"Nov 23, 1999",Hertha BSC,Barcelona,1:1,Group 1,"[""33'""]",['Kai Michalke'],"[""13'""]",['Luis Enrique']
"Nov 23, 1999",Sparta Prague,FC Porto,0:2,Group 1,[],[],"[""77'"", ""84'""]","['Ljubinko Drulovic', 'Jardel']"
"Dec 8, 1999",FC Porto,Hertha BSC,1:0,Group 1,"[""79'""]",['Ljubinko Drulovic'],[],[]
"Dec 8, 1999",Barcelona,Sparta Prague,5:0,Group 1,"[""44'"", ""45+1'"", ""60'"", ""63'"", ""76'""]","['Patrick Kluivert', 'Luis Enrique', 'Pep Guardiola', 'Patrick Kluivert', 'Luis Enrique']",[],[]
"Mar 1, 2000",Hertha BSC,Sparta Prague,1:1,Group 1,"[""45'""]",['Sixten Veit'],"[""84'""]",['Horst Siegl']
"Mar 1, 2000",Barcelona,FC Porto,4:2,Group 1,"[""16'"", ""22'"", ""45'"", ""89'""]","['Rivaldo', 'Frank de Boer', 'Patrick Kluivert', 'Rivaldo']","[""5'"", ""79'""]","['Jardel', 'Jardel']"
"Mar 7, 2000",Sparta Prague,Hertha BSC,1:0,Group 1,"[""90'""]",['Milan Fukal'],[],[]
"Mar 7, 2000",FC Porto,Barcelona,0:2,Group 1,[],[],"[""37'"", ""59'""]","['Abelardo', 'Rivaldo']"
"Mar 15, 2000",Barcelona,Hertha BSC,3:1,Group 1,"[""11'"", ""48'"", ""83'""]","['Xavi', 'Gabri', 'Patrick Kluivert']","[""7'""]",['Alex Alves']
"Mar 15, 2000",FC Porto,Sparta Prague,2:2,Group 1,"[""16'"", ""64'""]","['Jorge Costa', 'Capucho']","[""74'"", ""90+1'""]","['Vratislav Lokvenc', 'Milan Fukal']"
"Mar 21, 2000",Hertha BSC,FC Porto,0:1,Group 1,[],[],"[""69'""]",['Clayton']
"Mar 21, 2000",Sparta Prague,Barcelona,1:2,Group 1,"[""18'""]",['Zdenek Svoboda'],"[""52'"", ""89'""]","['Gabri', 'Gabri']"
"Nov 23, 1999",Fiorentina,Man Utd,2:0,Group 2,"[""24'"", ""52'""]","['Gabriel Batistuta', 'Abel Balbo']",[],[]
"Nov 23, 1999",Valencia,G. Bordeaux,3:0,Group 2,"[""60'"", ""68'"", ""90'""]","['Javier Farinós', 'Adrian Ilie', 'Kily González']",[],[]
"Dec 8, 1999",Man Utd,Valencia,3:0,Group 2,"[""38'"", ""47'"", ""70'""]","['Roy Keane', 'Ole Gunnar Solskjær', 'Paul Scholes']",[],[]
"Dec 8, 1999",G. Bordeaux,Fiorentina,0:0,Group 2,[],[],[],[]
"Mar 1, 2000",Man Utd,G. Bordeaux,2:0,Group 2,"[""42'"", ""85'""]","['Ryan Giggs', 'Teddy Sheringham']",[],[]
"Mar 1, 2000",Fiorentina,Valencia,1:0,Group 2,"[""20'""]",['Predrag Mijatović'],[],[]
"Mar 7, 2000",G. Bordeaux,Man Utd,1:2,Group 2,"[""9'""]",['Michel Pavon'],"[""33'"", ""84'""]","['Roy Keane', 'Ole Gunnar Solskjær']"
"Mar 7, 2000",Valencia,Fiorentina,2:0,Group 2,"[""35'"", ""90'""]","['Adrian Ilie', 'Gaizka Mendieta']",[],[]
"Mar 15, 2000",Man Utd,Fiorentina,3:1,Group 2,"[""20'"", ""33'"", ""70'""]","['Andy Cole', 'Roy Keane', 'Dwight Yorke']","[""16'""]",['Gabriel Batistuta']
"Mar 15, 2000",G. Bordeaux,Valencia,1:4,Group 2,"[""54'""]",['Sylvain Wiltord'],"[""41'"", ""47'"", ""72'"", ""90'""]","['Miroslav Djukic', 'Gaizka Mendieta', 'Kily González', 'Juan Sánchez']"
"Mar 21, 2000",Valencia,Man Utd,0:0,Group 2,[],[],[],[]
"Mar 21, 2000",Fiorentina,G. Bordeaux,3:3,Group 2,"[""47'"", ""61'"", ""64'""]","['Enrico Chiesa', 'Gabriel Batistuta', 'Rui Costa']","[""5'"", ""87'"", ""90'""]","['Sylvain Wiltord', 'Marc Zanotti', 'Laurent Batlles']"
"Nov 24, 1999",Rosenborg,Bayern Munich,1:1,Group 3,"[""47'""]",['Bent Skammelsrud'],"[""10'""]",['Carsten Jancker']
"Nov 24, 1999",Dynamo Kyiv,Real Madrid,1:2,Group 3,"[""86'""]",['Sergiy Rebrov'],"[""16'"", ""48'""]","['Fernando Morientes', 'Raúl']"
"Dec 7, 1999",Bayern Munich,Dynamo Kyiv,2:1,Group 3,"[""6'"", ""80'""]","['Carsten Jancker', 'Paulo Sérgio']","[""50'""]",['Sergiy Rebrov']
"Dec 7, 1999",Real Madrid,Rosenborg,3:1,Group 3,"[""18'"", ""85'"", ""90'""]","['Raúl', 'Sávio', 'Roberto Carlos']","[""48'""]",['John Carew']
"Feb 29, 2000",Dynamo Kyiv,Rosenborg,2:1,Group 3,"[""9'"", ""29'""]","['Aleksandr Khatskevich', 'Sergiy Rebrov']","[""48'""]",['Mini Jakobsen']
"Feb 29, 2000",Real Madrid,Bayern Munich,2:4,Group 3,"[""25'"", ""48'""]","['Fernando Morientes', 'Raúl']","[""21'"", ""24'"", ""39'"", ""66'""]","['Mehmet Scholl', 'Stefan Effenberg', 'Thorsten Fink', 'Paulo Sérgio']"
"Mar 8, 2000",Bayern Munich,Real Madrid,4:1,Group 3,"[""4'"", ""30'"", ""79'"", ""90'""]","['Mehmet Scholl', 'Giovane Élber', 'Alexander Zickler', 'Alexander Zickler']","[""69'""]",['Iván Helguera']
"Mar 8, 2000",Rosenborg,Dynamo Kyiv,1:2,Group 3,"[""38'""]",['Örjan Berg'],"[""32'"", ""67'""]","['Sergiy Rebrov', 'Sergiy Rebrov']"
"Mar 14, 2000",Bayern Munich,Rosenborg,2:1,Group 3,"[""11'"", ""40'""]","['Mehmet Scholl', 'Paulo Sérgio']","[""64'""]",['John Carew']
"Mar 14, 2000",Real Madrid,Dynamo Kyiv,2:2,Group 3,"[""14'"", ""72'""]","['Raúl', 'Roberto Carlos']","[""42'"", ""56'""]","['Aleksandr Khatskevich', 'Fernando Hierro']"
"Mar 22, 2000",Dynamo Kyiv,Bayern Munich,2:0,Group 3,"[""34'"", ""71'""]","['Kakhaber Kaladze', 'Giorgi Demetradze']",[],[]
"Mar 22, 2000",Rosenborg,Real Madrid,0:1,Group 3,[],[],"[""3'""]",['Raúl']
"Nov 24, 1999",Marseille,Lazio,0:2,Group 4,[],[],"[""65'"", ""77'""]","['Dejan Stankovic', 'Sérgio Conceição']"
"Nov 24, 1999",Chelsea,Feyenoord,3:1,Group 4,"[""45'"", ""67'"", ""85'""]","['Celestine Babayaro', 'Tore André Flo', 'Tore André Flo']","[""89'""]",['Julio Cruz']
"Dec 7, 1999",Lazio,Chelsea,0:0,Group 4,[],[],[],[]
"Dec 7, 1999",Feyenoord,Marseille,3:0,Group 4,"[""72'"", ""83'"", ""90+3'""]","['Julio Cruz', 'Paul Bosvelt', 'Julio Cruz']",[],[]
"Feb 29, 2000",Lazio,Feyenoord,1:2,Group 4,"[""37'""]",['Juan Sebastián Verón'],"[""78'"", ""84'""]","['Jon Dahl Tomasson', 'Jon Dahl Tomasson']"
"Feb 29, 2000",Marseille,Chelsea,1:0,Group 4,"[""16'""]",['Robert Pirès'],[],[]
"Mar 8, 2000",Feyenoord,Lazio,0:0,Group 4,[],[],[],[]
"Mar 8, 2000",Chelsea,Marseille,1:0,Group 4,"[""27'""]",['Dennis Wise'],[],[]
"Mar 14, 2000",Lazio,Marseille,5:1,Group 4,"[""17'"", ""37'"", ""38'"", ""71'"", ""82'""]","['Simone Inzaghi', 'Simone Inzaghi', 'Simone Inzaghi', 'Simone Inzaghi', 'Alen Boksic']","[""50'""]",['Jérôme Leroy']
"Mar 14, 2000",Feyenoord,Chelsea,1:3,Group 4,"[""59'""]",['Bonaventure Kalou'],"[""39'"", ""64'"", ""69'""]","['Gianfranco Zola', 'Dennis Wise', 'Tore André Flo']"
"Mar 22, 2000",Chelsea,Lazio,1:2,Group 4,"[""44'""]",['Gustavo Poyet'],"[""54'"", ""66'""]","['Simone Inzaghi', 'Siniša Mihajlović']"
"Mar 22, 2000",Marseille,Feyenoord,0:0,Group 4,[],[],[],[]
"Apr 4, 2000",Real Madrid,Man Utd,0:0,Quarter Finals Leg 1,[],[],[],[]
"Apr 4, 2000",FC Porto,Bayern Munich,1:1,Quarter Finals Leg 1,"[""47'""]",['Jardel'],"[""80'""]",['Paulo Sérgio']
"Apr 5, 2000",Chelsea,Barcelona,3:1,Quarter Finals Leg 1,"[""30'"", ""34'"", ""38'""]","['Gianfranco Zola', 'Tore André Flo', 'Tore André Flo']","[""64'""]",['Luís Figo']
"Apr 5, 2000",Valencia,Lazio,5:2,Quarter Finals Leg 1,"[""2'"", ""4'"", ""40'"", ""76'"", ""90'""]","['Miguel Ángel Angulo', 'Gerard López', 'Gerard López', 'Gerard López', 'Claudio López']","[""28'"", ""87'""]","['Simone Inzaghi', 'Marcelo Salas']"
"Apr 18, 2000",Barcelona,Chelsea,5:1 AET,Quarter Finals Leg 2,"[""24'"", ""45'"", ""83'"", ""99'"", ""104'""]","['Rivaldo', 'Luís Figo', 'Dani García', 'Rivaldo', 'Patrick Kluivert']","[""60'""]",['Tore André Flo']
"Apr 18, 2000",Lazio,Valencia,1:0,Quarter Finals Leg 2,"[""52'""]",['Juan Sebastián Verón'],[],[]
"Apr 19, 2000",Man Utd,Real Madrid,2:3,Quarter Finals Leg 2,"[""64'"", ""88'""]","['David Beckham', 'Paul Scholes']","[""21'"", ""50'"", ""52'""]","['Roy Keane', 'Raúl', 'Raúl']"
"Apr 19, 2000",Bayern Munich,FC Porto,2:1,Quarter Finals Leg 2,"[""15'"", ""90+1'""]","['Paulo Sérgio', 'Thomas Linke']","[""90'""]",['Jardel']
"May 2, 2000",Valencia,Barcelona,4:1,Semi Finals Leg 1,"[""10'"", ""43'"", ""45'"", ""90'""]","['Miguel Ángel Angulo', 'Miguel Ángel Angulo', 'Gaizka Mendieta', 'Claudio López']","[""27'""]",['Mauricio Pellegrino']
"May 3, 2000",Real Madrid,Bayern Munich,2:0,Semi Finals Leg 1,"[""4'"", ""33'""]","['Nicolas Anelka', 'Jens Jeremies']",[],[]
"May 9, 2000",Bayern Munich,Real Madrid,2:1,Semi Finals Leg 2,"[""12'"", ""54'""]","['Carsten Jancker', 'Giovane Élber']","[""31'""]",['Nicolas Anelka']
"May 10, 2000",Barcelona,Valencia,2:1,Semi Finals Leg 2,"[""78'"", ""90'""]","['Frank de Boer', 'Phillip Cocu']","[""69'""]",['Gaizka Mendieta']
"May 24, 2000",Real Madrid,Valencia,3:0,Final,"[""39'"", ""67'"", ""75'""]","['Fernando Morientes', 'Steve McManaman', 'Raúl']",[],[]
"Sep 12, 2000",Spartak Moscow,B. Leverkusen,2:0,Group A,"[""51'"", ""89'""]","['Egor Titov', 'Artem Bezrodnyi']",[],[]
"Sep 12, 2000",Sporting CP,Real Madrid,2:2,Group A,"[""38'"", ""41'""]","['Ricardo Sá Pinto', 'André Cruz']","[""49'"", ""75'""]","['Roberto Carlos', 'Rui Jorge']"
"Sep 20, 2000",Real Madrid,Spartak Moscow,1:0,Group A,"[""51'""]",['Iván Helguera'],[],[]
"Sep 20, 2000",B. Leverkusen,Sporting CP,3:2,Group A,"[""65'"", ""72'"", ""77'""]","['Carsten Ramelow', 'Thomas Brdaric', 'Oliver Neuville']","[""12'"", ""79'""]","['André Cruz', 'Ricardo Sá Pinto']"
"Sep 27, 2000",Spartak Moscow,Sporting CP,3:1,Group A,"[""44'"", ""68'"", ""82'""]","['Robson', 'Marcão', 'Marcão']","[""24'""]",['Ricardo Sá Pinto']
"Sep 27, 2000",B. Leverkusen,Real Madrid,2:3,Group A,"[""27'"", ""44'""]","['Bernd Schneider', 'Michael Ballack']","[""32'"", ""69'"", ""75'""]","['Roberto Carlos', 'Guti', 'Roberto Carlos']"
"Oct 17, 2000",Sporting CP,Spartak Moscow,0:3,Group A,[],[],"[""14'"", ""51'"", ""67'""]","['Dimas', 'Egor Titov', 'Egor Titov']"
"Oct 17, 2000",Real Madrid,B. Leverkusen,5:3,Group A,"[""4'"", ""24'"", ""64'"", ""75'"", ""87'""]","['Guti', 'Iván Helguera', 'Guti', 'Raúl', 'Luís Figo']","[""20'"", ""55'"", ""77'""]","['Thomas Brdaric', 'Ulf Kirsten', 'Paulo Rink']"
"Oct 25, 2000",B. Leverkusen,Spartak Moscow,1:0,Group A,"[""52'""]",['Michael Ballack'],[],[]
